"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Malawi","MWI","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.99","11.77","12.22","12.22","12.02","11.64","10.94","10.51","9.9","9.31","8.67","8.05","7.5","7","6.49","6","5.5","5.12","4.66","4.43","4.25","3.83","3.43","3.2","2.98","2.77","2.58","2.32","2.13","1.94","",
"Malaysia","MYS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","0.42","0.46","0.4","0.33","0.29","0.27","0.26","0.26","0.26","0.26","0.26","0.25","0.24","0.23","0.22","0.22","0.21","0.2","0.2","0.19","0.19","0.19","0.19","0.18","0.17","0.18","0.17","0.18","0.2","",
"North America","NAC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.15","0.14","0.14","0.13","0.13","0.13","0.12","0.12","0.12","0.12","0.11","","",
"Namibia","NAM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75","5.19","6.93","9.02","11.14","12.89","13.91","13.99","13.33","12.26","11.22","10.29","9.45","8.8","8.33","7.62","7.02","6.55","6.16","6.01","5.7","5.42","5.14","4.79","4.18","4","3.73","3.59","3.31","3.1","",
"New Caledonia","NCL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","0.33","0.39","0.44","0.48","0.51","0.53","0.54","0.52","0.5","0.47","0.42","0.37","0.33","0.28","0.25","0.2","0.17","0.14","0.13","0.08","0.08","0.08","0.08","0.07","0.07","0.06","0.06","0.06","0.06","",
"Nigeria","NGA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","0.84","0.92","0.99","1.05","1.08","1.1","1.11","1.1","1.08","1.04","0.98","0.94","0.91","0.88","0.86","0.82","0.8","0.79","0.76","0.74","0.72","0.69","0.64","0.59","0.57","0.55","0.53","0.53","0.52","",
"Nicaragua","NIC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.03","0.03","0.04","0.05","0.08","0.1","0.13","0.16","0.18","0.19","0.18","0.15","0.13","0.13","0.13","0.13","0.13","0.13","0.11","0.1","0.1","0.09","0.09","0.08","0.08","0.07","0.07","0.07","0.06","",
"Netherlands","NLD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.06","0.06","0.06","0.05","0.05","0.04","0.04","0.03","0.03","0.02","0.02","",
"Norway","NOR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.02","0.03","0.06","0.11","0.17","0.2","0.2","0.19","0.18","0.17","0.16","0.15","0.13","0.11","0.1","0.09","0.08","0.07","0.06","0.05","0.05","0.04","0.04","0.03","0.03","0.03","",
"Nauru","NRU","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.03","",
"OECD members","OED","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.09","0.1","0.1","0.1","0.09","0.08","0.08","0.07","0.07","0.06","0.06","0.06","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","",
"Other small states","OSS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.82072387295381","7.20253871435499","6.66327001822261","6.19879342688358","5.82656037752025","5.45952790761967","5.13899743119972","4.9358995758745","4.75888374192772","4.52618901684304","4.29014350894016","4.06912522202533","3.8123287609067","3.55102208731909","3.28776383203387","3.0438029911006","2.80795675546207","2.59063811947457","2.3710393598941","2.24047906238814","",
"Pakistan","PAK","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.06","0.06","0.07","0.08","0.09","0.08","0.08","0.09","0.09","0.09","0.1","0.1","0.1","0.11","0.12","",
"Panama","PAN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0.24","0.23","0.22","0.21","0.21","0.21","0.19","0.18","0.18","0.17","0.17","0.17","0.16","0.16","0.16","0.17","0.16","0.14","0.14","0.14","0.14","0.14","0.13","0.13","0.13","0.13","0.12","0.11","0.1","",
"Philippines","PHL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.04","0.05","0.06","0.06","0.08","0.09","0.1","0.11","0.12","0.13","0.14","",
"Palau","PLW","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.02","0.03","0.04","0.07","0.1","0.16","0.24","0.34","0.46","0.57","0.65","0.68","0.66","0.6","0.53","0.45","0.4","0.37","0.35","0.35","0.35","0.36","0.37","0.37","0.39","0.39","0.4","0.4","0.38","",
"Poland","POL","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20215700780767","2.08738361555127","1.97602950111468","1.87790910474805","1.77844729701182","1.69302903566467","1.61571985831965","1.53947703242924","1.46396735023731","1.40164580707651","1.34606471923573","1.27042990403477","1.19152629288084","1.12405615944652","1.05437830277325","0.987151819969376","0.936856974645937","0.879636752936247","0.825002731091897","0.774220000586664","",
"Puerto Rico","PRI","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.08","0.11","0.15","0.24","0.32","0.38","0.44","0.47","0.48","0.46","0.43","0.4","0.3","0.25","0.24","0.23","0.21","0.21","0.22","0.2","0.19","0.19","0.19","0.19","0.18","0.18","0.17","0.16","0.16","",
"West Bank and Gaza","PSE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","0.05","0.05","0.05","0.05","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","",
"Russian Federation","RUS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05","3.28","3.53","3.85","3.83","4","4.07","3.86","3.58","3.31","3","2.72","2.48","2.01","1.77","1.58","1.47","1.33","1.2","1.13","1.04","0.88","0.81","0.71","0.64","0.58","0.55","0.51","0.48","0.44","",
"South Asia","SAS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.05","0.06","0.08","0.1","0.12","0.14","0.15","0.15","0.16","0.16","0.17","0.17","0.17","0.17","0.15","0.13","0.13","0.12","0.12","0.11","0.11","0.1","0.1","0.1","0.09","0.09","0.09","0.09","0.08","",
"Senegal","SEN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","0.27","0.32","0.37","0.44","0.48","0.53","0.56","0.59","0.6","0.58","0.57","0.53","0.49","0.45","0.4","0.35","0.3","0.24","0.21","0.19","0.17","0.15","0.13","0.13","0.11","0.11","0.1","0.1","0.09","",
"Singapore","SGP","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.06","0.08","0.09","0.1","0.11","0.12","0.12","0.12","0.11","0.11","0.1","0.11","0.11","0.13","0.15","0.16","0.17","0.17","0.16","0.14","0.12","0.1","0.08","0.06","0.04","0.03","0.03","0.03","0.03","",
"Solomon Islands","SLB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88","0.97","1.06","1.17","1.23","1.24","1.3","1.28","1.28","1.31","1.28","1.25","1.25","1.19","1.18","1.14","1.11","1.1","1.01","0.99","0.96","0.93","0.89","0.88","0.85","0.81","0.77","0.73","0.68","0.65","",
"El Salvador","SLV","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","0.19","0.23","0.27","0.3","0.34","0.37","0.39","0.41","0.43","0.44","0.44","0.44","0.43","0.42","0.41","0.39","0.37","0.34","0.31","0.29","0.26","0.24","0.22","0.2","0.18","0.17","0.16","0.15","0.14","",
"San Marino","SMR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","0.14","0.17","0.19","0.21","0.22","0.24","0.26","0.26","0.26","0.25","0.24","0.22","0.2","0.18","0.16","0.14","0.12","0.1","0.08","0.06","0.05","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.03","",
"Serbia","SRB","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","",
"Sub-Saharan Africa (excluding high income)","SSA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16733891680593","3.01006649230845","2.85554809820213","2.71074587536544","2.57791898078758","2.45558043752871","2.34080605820248","2.21906469172835","2.09007623114663","1.96753462409239","1.85336668875953","1.71881432657595","1.58782947290948","1.47089841476958","1.36701974222922","1.26094874837173","1.17937705258036","1.09411181697114","1.00479737722654","0.93645403762852","",
"South Sudan","SSD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06","1.25","1.4","1.61","1.74","1.82","1.92","1.93","1.92","1.92","1.85","1.82","1.71","1.69","1.66","1.63","1.57","1.54","1.55","1.54","1.51","1.51","1.52","1.51","1.51","1.46","1.47","1.46","1.46","1.5","",
"Sub-Saharan Africa","SSF","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16314270021355","3.00658554245442","2.85257583245228","2.70812280711531","2.57549368783106","2.45327845380541","2.33863005935024","2.2169893516881","2.08812688160655","1.9657135301802","1.85167151867299","1.7172125336087","1.58633904788271","1.46955158384536","1.36583360479789","1.25993260819647","1.17851767776822","1.09341862967102","1.00425528392649","0.936018944678901","",
"Small states","SST","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70708100730948","5.28643650805299","4.88908986574072","4.57733220340532","4.32197270473713","4.06379677555564","3.83095547769075","3.69089968964717","3.56263900102412","3.40589479352438","3.236813183767","3.08029128794358","2.89780361145385","2.71178088359798","2.52200290183097","2.3473755645668","2.17789587855766","2.02192387877586","1.86221545278536","1.76596378167556","",
"Sao Tome and Principe","STP","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.54","0.65","0.75","0.81","0.85","0.88","0.88","0.89","0.9","0.91","0.91","0.86","0.84","0.8","0.78","0.76","0.73","0.72","0.7","0.71","0.71","0.67","0.64","0.6","0.57","0.54","0.52","0.5","0.47","0.45","",
"Slovak Republic","SVK","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28","6.2","10.25","14.88","18.84","21.38","21.98","21.55","20.43","19.57","18.53","18.06","17.61","17.35","17.16","17.24","16.66","16.45","16.38","15.62","15.16","14.65","14.38","14.01","13.29","11.31","9.55","7.82","5.82","4.9","",
"Sint Maarten (Dutch part)","SXM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",
"Turks and Caicos Islands","TCA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.42","1.56","1.68","1.71","1.66","1.62","1.6","1.47","1.39","1.29","1.25","1.16","1.09","1.07","0.96","0.94","0.86","0.82","0.77","0.69","0.65","0.61","0.58","0.53","0.46","0.45","0.41","0.4","0.38","0.34","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69","1.81","2","2.2","2.49","2.7","2.91","2.97","2.91","2.66","2.48","2.23","2.01","1.86","1.76","1.68","1.61","1.54","1.43","1.33","1.19","1.04","0.96","0.89","0.84","0.79","0.74","0.7","0.63","0.59","",
"Thailand","THA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35","2.67","2.68","2.17","1.8","1.44","1.17","0.96","0.84","0.75","0.66","0.6","0.54","0.48","0.44","0.39","0.35","0.31","0.28","0.26","0.24","0.22","0.2","0.18","0.16","0.14","0.12","0.1","0.09","0.08","",
"Tajikistan","TJK","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.05","0.07","0.09","0.11","0.13","0.13","0.15","0.15","0.15","0.15","0.16","0.16","0.16","0.15","0.15","0.17","",
"Turkmenistan","TKM","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.05","0.06","0.07","0.07","0.08","0.08","0.09","0.1","0.1","0.11","0.12","0.13","0.14","0.15","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0372309434599082","0.0398836582835867","0.0391069304983613","0.0396523913764296","0.0405292644833249","0.0394894883152709","0.039362723993905","0.0367986335200187","0.0387446617878439","0.0387261523536609","0.0388837917646042","0.0374225374147118","0.0388621134729083","0.0385742763387923","0.0384690861823456","0.0423809562800048","0.0396550148554476","0.0424123677077","0.0421959075415273","0.0440855672689215","",
"Tonga","TON","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16314270021355","3.00658554245442","2.85257583245228","2.70812280711531","2.57549368783106","2.45327845380541","2.33863005935024","2.2169893516881","2.08812688160655","1.9657135301802","1.85167151867299","1.7172125336087","1.58633904788271","1.46955158384536","1.36583360479789","1.25993260819647","1.17851767776822","1.09341862967102","1.00425528392649","0.936018944678901","",
"Trinidad and Tobago","TTO","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","0.51","0.53","0.57","0.57","0.64","0.7","0.75","0.79","0.83","0.84","0.83","0.81","0.77","0.71","0.65","0.59","0.52","0.45","0.39","0.31","0.25","0.2","0.17","0.13","0.11","0.09","0.09","0.08","0.07","",
"Tunisia","TUN","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","",
"Turkey","TUR","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.89","5.19","5.36","5.38","5.27","5.09","4.88","4.62","4.32","4.13","3.91","3.74","3.55","3.39","3.2","3.07","2.93","2.75","2.64","2.48","2.35","2.27","2.2","2.06","2.01","1.91","1.84","1.71","1.59","1.46","",
"Uganda","UGA","Incidence of HIV, all (per 1,000 uninfected population)","SH.HIV.INCD.TL.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.32","6.69","6.31","6.01","5.86","5.55","5.41","5.2","5.01","4.87","4.7","4.56","4.43","4.28","4.13","4.02","3.92","3.84","3.7","3.55","3.35","3.13","2.7","2.52","2.24","2.02","1.89","1.72","1.49","1.38","",
